Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500089,DICIND,DIC India Ltd,16 Mar 2026,Final Dividend - Rs. - 3.0000,16 Mar 2026,-,-,16 Mar 2026,16 Mar 2026,-
540776,5PAISA,5paisa Capital Ltd,17 Mar 2026,Right Issue of Equity Shares ,17 Mar 2026,-,-,17 Mar 2026,17 Mar 2026,-
500039,BANCOINDIA,Banco Products (India) Ltd,18 Mar 2026,Interim Dividend - Rs. - 8.0000,19 Mar 2026,-,-,19 Mar 2026,19 Mar 2026,-
541195,MIDHANI,Mishra Dhatu Nigam Ltd,18 Mar 2026,Interim Dividend - Rs. - 0.8500,19 Mar 2026,-,-,19 Mar 2026,19 Mar 2026,-
532485,BLIL,Balmer Lawrie Investments Ltd,20 Mar 2026,Interim Dividend - Rs. - 2.0300,20 Mar 2026,-,-,20 Mar 2026,20 Mar 2026,-
532468,KAMAHOLD,Kama Holdings Ltd,20 Mar 2026,Interim Dividend - Rs. - 23.2000,20 Mar 2026,-,-,20 Mar 2026,20 Mar 2026,-
523384,MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd,20 Mar 2026,Right Issue of Equity Shares ,20 Mar 2026,-,-,20 Mar 2026,20 Mar 2026,-
542650,METROPOLIS,Metropolis Healthcare Ltd,20 Mar 2026,Bonus issue 3:1,20 Mar 2026,-,-,20 Mar 2026,20 Mar 2026,-
543385,NHIT,National Highways Infra Trust,20 Mar 2026,Income Distribution (InvIT) ,20 Mar 2026,-,-,20 Mar 2026,20 Mar 2026,-
532955,RECLTD,REC Ltd,20 Mar 2026,Interim Dividend - Rs. - 3.2000,20 Mar 2026,-,-,20 Mar 2026,20 Mar 2026,-
500870,CASTROLIND,Castrol India Ltd,23 Mar 2026,Final Dividend - Rs. - 5.2500,23 Mar 2026,-,-,23 Mar 2026,23 Mar 2026,-
500201,INDIAGLYCO,India Glycols Ltd,23 Mar 2026,Interim Dividend - Rs. - 7.5000,23 Mar 2026,-,-,23 Mar 2026,23 Mar 2026,-
532810,PFC,Power Finance Corporation Ltd,23 Mar 2026,Interim Dividend - Rs. - 3.2500,23 Mar 2026,-,-,23 Mar 2026,23 Mar 2026,-
505196,TIL,TIL Ltd,23 Mar 2026,Right Issue of Equity Shares ,23 Mar 2026,-,-,23 Mar 2026,23 Mar 2026,-
524500,KILITCH,Kilitch Drugs India Ltd,24 Mar 2026,Bonus issue 1:1,24 Mar 2026,-,-,24 Mar 2026,24 Mar 2026,-
543310,TIMESGREEN,Times Green Energy (India) Ltd,24 Mar 2026,Bonus issue 1:1,24 Mar 2026,-,-,24 Mar 2026,24 Mar 2026,-
543859,DIGIFIBRE,Digital Fibre Infrastructure Trust,25 Mar 2026,Income Distribution (InvIT) ,25 Mar 2026,-,-,25 Mar 2026,25 Mar 2026,-
517372,GUJINTRX,Gujarat Intrux Ltd,25 Mar 2026,Interim Dividend - Rs. - 7.5000,25 Mar 2026,-,-,25 Mar 2026,25 Mar 2026,-
544005,ISCITRUST,Intelligent Supply Chain Infrastructure Trust,25 Mar 2026,Income Distribution (InvIT) ,25 Mar 2026,-,-,25 Mar 2026,25 Mar 2026,-
512595,MANBRO,Manbro Industries Ltd,25 Mar 2026,Stock  Split From Rs.10/- to Rs.1/-,25 Mar 2026,-,-,25 Mar 2026,25 Mar 2026,-
531033,REGAL,Regal Entertainment & Consultants Ltd,25 Mar 2026,Right Issue of Equity Shares ,25 Mar 2026,-,-,25 Mar 2026,25 Mar 2026,-
532867,V2RETAIL,V2 Retail Ltd,25 Mar 2026,Stock  Split From Rs.10/- to Rs.1/-,26 Mar 2026,-,-,25 Mar 2026,25 Mar 2026,-
543235,ANGELONE,Angel One Ltd,27 Mar 2026,Interim Dividend - Rs. - 1.7500,27 Mar 2026,-,-,27 Mar 2026,27 Mar 2026,-
544337,AVAX,Avax Apparels and Ornaments Ltd,27 Mar 2026,Stock  Split From Rs.10/- to Rs.5/-,27 Mar 2026,-,-,27 Mar 2026,27 Mar 2026,-
544519,EUROPRATIK,Euro Pratik Sales Ltd,27 Mar 2026,Interim Dividend - Rs. - 0.2000,27 Mar 2026,-,-,27 Mar 2026,27 Mar 2026,-
504036,HIRECT,Hind Rectifiers Ltd,27 Mar 2026,Bonus issue 1:1,27 Mar 2026,-,-,27 Mar 2026,27 Mar 2026,-
540530,HUDCO,Housing & Urban Development Corporation Ltd,27 Mar 2026,Interim Dividend - Rs. - 1.2500,28 Mar 2026,-,-,27 Mar 2026,27 Mar 2026,-
517334,MOTHERSON,Samvardhana Motherson International Ltd,27 Mar 2026,Interim Dividend - Rs. - 0.3500,27 Mar 2026,-,-,27 Mar 2026,27 Mar 2026,-
500295,VEDL,Vedanta Ltd,27 Mar 2026,Interim Dividend - Rs. - 11.0000,28 Mar 2026,-,-,27 Mar 2026,27 Mar 2026,-
514386,GUJCOTEX,Gujarat Cotex Ltd,30 Mar 2026,Right Issue of Equity Shares ,01 Apr 2026,-,-,01 Apr 2026,01 Apr 2026,-
532947,IRB,IRB Infrastructure Developers Ltd,30 Mar 2026,Bonus issue 1:1,01 Apr 2026,-,-,01 Apr 2026,01 Apr 2026,-
505978,TRITONV,Triton Valves Ltd,30 Mar 2026,Bonus issue 3:1,01 Apr 2026,-,-,01 Apr 2026,01 Apr 2026,-
532343,TVSMOTOR,TVS Motor Company Ltd,30 Mar 2026,Interim Dividend - Rs. - 12.0000,31 Mar 2026,-,-,27 Mar 2026,27 Mar 2026,-
540975,ASTERDM,Aster DM Healthcare Ltd,02 Apr 2026,Interim Dividend - Rs. - 3.0000,03 Apr 2026,-,-,02 Apr 2026,02 Apr 2026,-
531268,B2BSOFT,B2B Software Technologies Ltd,02 Apr 2026,Bonus issue 1:2,02 Apr 2026,-,-,02 Apr 2026,02 Apr 2026,-
500110,CHENNPETRO,Chennai Petroleum Corporation Ltd,02 Apr 2026,Interim Dividend - Rs. - 8.0000,02 Apr 2026,-,-,02 Apr 2026,02 Apr 2026,-
500092,CRISIL,Crisil Ltd,02 Apr 2026,Final Dividend - Rs. - 28.0000,03 Apr 2026,-,-,02 Apr 2026,02 Apr 2026,-
544026,IREDA,Indian Renewable Energy Development Agency Ltd,02 Apr 2026,Interim Dividend - Rs. - 0.6000,02 Apr 2026,-,-,02 Apr 2026,02 Apr 2026,-
538119,RNBDENIMS,R&B Denims Ltd,02 Apr 2026,Bonus issue 1:2,03 Apr 2026,-,-,02 Apr 2026,02 Apr 2026,-
538119,RNBDENIMS,R&B Denims Ltd,02 Apr 2026,Stock  Split From Rs.2/- to Rs.1/-,03 Apr 2026,-,-,02 Apr 2026,02 Apr 2026,-
544066,SUNCLAY,Sundaram-Clayton Ltd,02 Apr 2026,Interim Dividend - Rs. - 4.5000,03 Apr 2026,-,-,02 Apr 2026,02 Apr 2026,-
520056,TVSHLTD,TVS Holdings Ltd,02 Apr 2026,Interim Dividend - Rs. - 86.0000,02 Apr 2026,-,-,02 Apr 2026,02 Apr 2026,-
526521,SANGHIIND,Sanghi Industries Ltd,06 Apr 2026,Amalgamation ,06 Apr 2026,-,-,06 Apr 2026,06 Apr 2026,-
541358,UCIL,Unifinz Capital India Ltd,06 Apr 2026,Interim Dividend - Rs. - 0.5000,06 Apr 2026,-,-,06 Apr 2026,06 Apr 2026,-
544337,AVAX,Avax Apparels and Ornaments Ltd,07 Apr 2026,Bonus issue 3:1,07 Apr 2026,-,-,07 Apr 2026,07 Apr 2026,-
532015,GRAVITY,Gravity India Ltd,08 Apr 2026,Right Issue of Equity Shares ,08 Apr 2026,-,-,08 Apr 2026,08 Apr 2026,-
540180,VBL,Varun Beverages Ltd,08 Apr 2026,Final Dividend - Rs. - 0.5000,08 Apr 2026,-,-,08 Apr 2026,08 Apr 2026,-
505032,AUTOPRD,Automobile Products of India Ltd,09 Apr 2026,Right Issue of Equity Shares ,09 Apr 2026,-,-,09 Apr 2026,09 Apr 2026,-
544402,JASH,Jash Engineering Ltd,10 Apr 2026,Interim Dividend - Rs. - 0.6000,10 Apr 2026,-,-,10 Apr 2026,10 Apr 2026,-
530077,PURETROP,Puretrop Fruits  Ltd,10 Apr 2026,Buy Back of Shares ,10 Apr 2026,-,-,10 Apr 2026,10 Apr 2026,-
544456,RMDRIP,R M Drip and Sprinklers Systems Ltd,10 Apr 2026,Bonus issue 5:7,10 Apr 2026,-,-,10 Apr 2026,10 Apr 2026,-
542543,ENERGYINF,Energy Infrastructure Trust,16 Apr 2026,Income Distribution (InvIT) ,16 Apr 2026,-,-,16 Apr 2026,16 Apr 2026,-
524804,AUROPHARMA,Aurobindo Pharma Ltd,17 Apr 2026,Buy Back of Shares ,17 Apr 2026,-,-,17 Apr 2026,17 Apr 2026,-
502761,BLUBLND-B,Blue Blends (India) Ltd,17 Apr 2026,Resolution Plan -Suspension ,17 Apr 2026,-,-,17 Apr 2026,17 Apr 2026,-
533398,MUTHOOTFIN,Muthoot Finance Ltd,17 Apr 2026,Interim Dividend - Rs. - 30.0000,17 Apr 2026,-,-,17 Apr 2026,17 Apr 2026,-
538860,PANAFIC,Panafic Industrials Ltd,17 Apr 2026,Right Issue of Equity Shares ,17 Apr 2026,-,-,17 Apr 2026,17 Apr 2026,-
544448,PASHUPATI,Pashupati Cotspin Ltd,17 Apr 2026,Stock  Split From Rs.10/- to Rs.1/-,17 Apr 2026,-,-,17 Apr 2026,17 Apr 2026,-
530589,PRIMAPLA,Prima Plastics Ltd,17 Apr 2026,Spin Off ,17 Apr 2026,-,-,17 Apr 2026,17 Apr 2026,-
532756,CIEINDIA,CIE Automotive India Ltd,22 Apr 2026,Final Dividend - Rs. - 7.0000,22 Apr 2026,-,-,22 Apr 2026,22 Apr 2026,-
544295,PSPLATINA,Property Share Investment Trust - Propshare Platina,22 Apr 2026,Income Distribution (InvIT) ,22 Apr 2026,-,-,22 Apr 2026,22 Apr 2026,-
544462,PSTITANIA,Propshare Titania SM REIT - IPO (Second scheme of the Property Share Investment Trust),22 Apr 2026,Income Distribution REITs ,22 Apr 2026,-,-,22 Apr 2026,22 Apr 2026,-
500674,SANOFI,Sanofi India Ltd,22 Apr 2026,Final Dividend - Rs. - 48.0000,22 Apr 2026,-,-,22 Apr 2026,22 Apr 2026,-
500092,CRISIL,Crisil Ltd,23 Apr 2026,Interim Dividend - Rs. - 9.0000,23 Apr 2026,-,-,23 Apr 2026,23 Apr 2026,-
509820,HUHTAMAKI,Huhtamaki India Ltd,23 Apr 2026,Final Dividend - Rs. - 2.0000,23 Apr 2026,-,-,23 Apr 2026,23 Apr 2026,-
505790,SCHAEFFLER,Schaeffler India Ltd,23 Apr 2026,Final Dividend - Rs. - 35.0000,23 Apr 2026,-,-,23 Apr 2026,23 Apr 2026,-
544497,AHCL,Anlon Healthcare Ltd,24 Apr 2026,Bonus issue 1:1,24 Apr 2026,-,-,24 Apr 2026,24 Apr 2026,-
544497,AHCL,Anlon Healthcare Ltd,24 Apr 2026,Stock  Split From Rs.10/- to Rs.2/-,24 Apr 2026,-,-,24 Apr 2026,24 Apr 2026,-
532281,HCLTECH,HCL Technologies Ltd,24 Apr 2026,Interim Dividend - Rs. - 24.0000,25 Apr 2026,-,-,24 Apr 2026,24 Apr 2026,-
534535,META,String Metaverse Ltd,24 Apr 2026,Stock  Split From Rs.10/- to Rs.1/-,24 Apr 2026,-,-,24 Apr 2026,24 Apr 2026,-
533080,MOLDTKPAC,Mold-Tek Packaging Ltd,24 Apr 2026,Interim Dividend - Rs. - 2.0000,24 Apr 2026,-,-,24 Apr 2026,24 Apr 2026,-
500368,PATANJALI,Patanjali Foods Ltd,24 Apr 2026,Interim Dividend - Rs. - 1.7500,25 Apr 2026,-,-,24 Apr 2026,24 Apr 2026,-
512026,VEGA,Vega Jewellers Ltd,24 Apr 2026,Bonus issue 4:1,24 Apr 2026,-,-,24 Apr 2026,24 Apr 2026,-
543329,WINDLAS,Windlas Biotech Ltd,24 Apr 2026,Buy Back of Shares ,24 Apr 2026,-,-,24 Apr 2026,24 Apr 2026,-
542772,360ONE,360 ONE WAM LTD,27 Apr 2026,Interim Dividend - Rs. - 6.0000,27 Apr 2026,-,-,27 Apr 2026,27 Apr 2026,-
530889,AUDROC,Audroc Ltd,27 Apr 2026,Final Dividend - Rs. - 0.0400,27 Apr 2026,-,-,27 Apr 2026,27 Apr 2026,-
508963,TRUSTWAVE,Trustwave Securities Ltd,27 Apr 2026,Reduction of Capital ,27 Apr 2026,-,-,27 Apr 2026,27 Apr 2026,-
526445,INDRANIB,Indrayani Biotech Ltd,28 Apr 2026,Right Issue of Equity Shares ,28 Apr 2026,-,-,28 Apr 2026,28 Apr 2026,-
533315,INOVSYNTH,Innovassynth Technologies (India) Ltd,29 Apr 2026,Right Issue of Equity Shares ,29 Apr 2026,-,-,29 Apr 2026,29 Apr 2026,-
533317,OMKARCHEM,Omkar Speciality Chemicals Ltd,29 Apr 2026,Resolution Plan -Suspension ,29 Apr 2026,-,-,29 Apr 2026,29 Apr 2026,-
526841,SHAKTIPR,Shakti Press Ltd,29 Apr 2026,Right Issue of Equity Shares ,29 Apr 2026,-,-,29 Apr 2026,29 Apr 2026,-
500002,ABB,ABB India Ltd,30 Apr 2026,Final Dividend - Rs. - 29.5900,02 May 2026,-,-,30 Apr 2026,30 Apr 2026,-
542602,EMBASSY,Embassy Office Parks REIT,30 Apr 2026,Income Distribution REITs ,30 Apr 2026,-,-,30 Apr 2026,30 Apr 2026,-
500188,HINDZINC,Hindustan Zinc Ltd,30 Apr 2026,Interim Dividend - Rs. - 11.0000,30 Apr 2026,-,-,30 Apr 2026,30 Apr 2026,-
541300,INTERISE,INTERISE TRUST,30 Apr 2026,Income Distribution (InvIT) ,01 May 2026,-,-,30 Apr 2026,30 Apr 2026,-
532435,SANINFRA,Sanmit Infra Ltd,30 Apr 2026,Consolidation of Shares ,30 Apr 2026,-,-,30 Apr 2026,30 Apr 2026,-
504959,STOVACQ,Stovec Industries Ltd,30 Apr 2026,Dividend - Rs. - 12.0000,30 Apr 2026,-,-,30 Apr 2026,30 Apr 2026,-
532790,TANLA,Tanla Platforms Ltd,30 Apr 2026,Interim Dividend - Rs. - 6.0000,30 Apr 2026,-,-,30 Apr 2026,30 Apr 2026,-
539040,TIRUPATIIN,Tirupati Innovar Ltd,30 Apr 2026,Right Issue of Equity Shares ,30 Apr 2026,-,-,30 Apr 2026,30 Apr 2026,-
540180,VBL,Varun Beverages Ltd,30 Apr 2026,Interim Dividend - Rs. - 0.5000,01 May 2026,-,-,30 Apr 2026,30 Apr 2026,-
500295,VEDL,Vedanta Ltd,30 Apr 2026,Spin Off ,01 May 2026,-,-,30 Apr 2026,30 Apr 2026,-
520113,VESUVIUS,Vesuvius India Ltd,30 Apr 2026,Final Dividend - Rs. - 1.5000,30 Apr 2026,-,-,30 Apr 2026,30 Apr 2026,-
507789,JAGSNPHARM,Jagsonpal Pharmaceuticals Ltd,04 May 2026,Buy Back of Shares ,04 May 2026,-,-,04 May 2026,04 May 2026,-
532505,UCOBANK,UCO Bank,04 May 2026,Final Dividend - Rs. - 0.4400,04 May 2026,-,-,04 May 2026,04 May 2026,-
543512,AVROIND,Avro India Ltd,05 May 2026,Stock  Split From Rs.10/- to Rs.1/-,05 May 2026,-,-,05 May 2026,05 May 2026,-
500123,ELANTAS,Elantas Beck India Ltd,05 May 2026,Dividend - Rs. - 7.5000,05 May 2026,-,-,05 May 2026,05 May 2026,-
544362,HEXT ,Hexaware Technologies Ltd,05 May 2026,Interim Dividend - Rs. - 8.5000,05 May 2026,-,-,05 May 2026,05 May 2026,-
544137,INDUSINVIT,Indus Infra Trust,05 May 2026,Income Distribution (InvIT) ,05 May 2026,-,-,05 May 2026,05 May 2026,-
543217,MINDSPACE,Mindspace Business Parks REIT,05 May 2026,Income Distribution REITs ,05 May 2026,-,-,05 May 2026,05 May 2026,-
530175,ODYSSEY,Odyssey Technologies Ltd,06 May 2026,Final Dividend - Rs. - 1.0000,06 May 2026,-,-,06 May 2026,06 May 2026,-
512008,EFCIL,EFC (I) Ltd,07 May 2026,Right Issue of Equity Shares ,07 May 2026,-,-,07 May 2026,07 May 2026,-
532466,OFSS,Oracle Financial Services Software Ltd,07 May 2026,Interim Dividend - Rs. - 270.0000,07 May 2026,-,-,07 May 2026,07 May 2026,-
530889,AUDROC,Audroc Ltd,08 May 2026,Bonus issue 6:1,08 May 2026,-,-,08 May 2026,08 May 2026,-
532885,CENTRALBK,Central Bank of India,08 May 2026,Interim Dividend - Rs. - 0.6000,08 May 2026,-,-,08 May 2026,08 May 2026,-
500249,KSB,KSB Ltd,08 May 2026,Final Dividend - Rs. - 4.4000,08 May 2026,-,-,08 May 2026,08 May 2026,-
540222,LAURUSLABS,Laurus Labs Ltd,08 May 2026,Interim Dividend - Rs. - 1.2000,08 May 2026,-,-,08 May 2026,08 May 2026,-
532234,NATIONALUM,National Aluminium Company Ltd,08 May 2026,Interim Dividend - Rs. - 2.0000,08 May 2026,-,-,08 May 2026,08 May 2026,-
520021,OMAXAUTO,Omax Autos Ltd,08 May 2026,Interim Dividend - Rs. - 2.5000,08 May 2026,-,-,08 May 2026,08 May 2026,-
544238,PREMIERENE,Premier Energies Ltd,08 May 2026,Interim Dividend - Rs. - 0.7500,09 May 2026,-,-,08 May 2026,08 May 2026,-
539978,QUESS,Quess Corp Ltd,08 May 2026,Special Dividend - Rs. - 3.0000,08 May 2026,-,-,08 May 2026,08 May 2026,-
532527,RKFORGE,Ramkrishna Forgings Ltd,08 May 2026,Interim Dividend - Rs. - 1.0000,08 May 2026,-,-,08 May 2026,08 May 2026,-
505827,SNL,SNL Bearings Ltd,08 May 2026,Interim Dividend - Rs. - 15.0000,08 May 2026,-,-,08 May 2026,08 May 2026,-
531548,SOMANYCERA,Somany Ceramics Ltd,08 May 2026,Interim Dividend - Rs. - 4.0000,08 May 2026,-,-,08 May 2026,08 May 2026,-
500403,SUNDRMFAST,Sundram Fasteners Ltd,08 May 2026,Interim Dividend - Rs. - 4.2500,08 May 2026,-,-,08 May 2026,08 May 2026,-
531213,MANAPPURAM,Manappuram Finance Ltd,11 May 2026,Interim Dividend - Rs. - 0.5000,11 May 2026,-,-,11 May 2026,11 May 2026,-
517230,PAEL,PAE Ltd,11 May 2026,Final Dividend - Rs. - 0.2000,11 May 2026,-,-,11 May 2026,11 May 2026,-
544529,APPL,Aptus Pharma Ltd,12 May 2026,Bonus issue 3:2,12 May 2026,-,-,12 May 2026,12 May 2026,-
532424,GODREJCP,Godrej Consumer Products Ltd,12 May 2026,Interim Dividend - Rs. - 5.0000,12 May 2026,-,-,12 May 2026,12 May 2026,-
532702,GSPL,Gujarat State Petronet Ltd,12 May 2026,Amalgamation ,12 May 2026,-,-,12 May 2026,12 May 2026,-
530367,NRBBEARING,NRB Bearings Ltd,13 May 2026,Interim Dividend - Rs. - 2.2500,13 May 2026,-,-,13 May 2026,13 May 2026,-
543261,BIRET ,Brookfield India Real Estate Trust REIT,14 May 2026,Income Distribution REITs ,14 May 2026,-,-,14 May 2026,14 May 2026,-
532732,KKCL,Kewal Kiran Clothing Ltd,14 May 2026,Interim Dividend - Rs. - 2.0000,14 May 2026,-,-,14 May 2026,14 May 2026,-
533273,OBEROIRLTY,Oberoi Realty Ltd,14 May 2026,Interim Dividend - Rs. - 2.0000,14 May 2026,-,-,14 May 2026,14 May 2026,-
543415,ANANDRATHI,Anand Rathi Wealth Ltd,15 May 2026,Final Dividend - Rs. - 7.0000,15 May 2026,-,-,15 May 2026,15 May 2026,-
543335,APTUS,Aptus Value Housing Finance India Ltd,15 May 2026,Interim Dividend - Rs. - 2.5000,15 May 2026,-,-,15 May 2026,15 May 2026,-
531752,BIOGEN,Biogen Pharmachem Industries Ltd,15 May 2026,Bonus issue 1:6,15 May 2026,-,-,15 May 2026,15 May 2026,-
534758,CIGNITITEC,Cigniti Technologies Ltd,15 May 2026,Amalgamation ,16 May 2026,-,-,15 May 2026,15 May 2026,-
543848,DEVLAB,Dev Labtech Venture Ltd,15 May 2026,Bonus issue 1:1,15 May 2026,-,-,15 May 2026,15 May 2026,-
543848,DEVLAB,Dev Labtech Venture Ltd,15 May 2026,Stock  Split From Rs.10/- to Rs.5/-,15 May 2026,-,-,15 May 2026,15 May 2026,-
544140,GOPAL,Gopal Snacks Ltd,15 May 2026,Interim Dividend - Rs. - 0.4000,16 May 2026,-,-,15 May 2026,15 May 2026,-
537839,HBGHOTELS,HBG Hotels Ltd,15 May 2026,Interim Dividend - Rs. - 0.1500,15 May 2026,-,-,15 May 2026,15 May 2026,-
540750,IEX,Indian Energy Exchange Ltd,15 May 2026,Final Dividend - Rs. - 2.0000,15 May 2026,-,-,15 May 2026,15 May 2026,-
505890,KENNAMET,Kennametal India Ltd,15 May 2026,Interim Dividend - Rs. - 40.0000,15 May 2026,-,-,15 May 2026,15 May 2026,-
544481,KRT,Knowledge Realty Trust,15 May 2026,Income Distribution REITs ,16 May 2026,-,-,15 May 2026,15 May 2026,-
543385,NHIT,National Highways Infra Trust,15 May 2026,Income Distribution (InvIT) ,16 May 2026,-,-,15 May 2026,15 May 2026,-
543988,NUVAMA,Nuvama Wealth Management Ltd,15 May 2026,Interim Dividend - Rs. - 14.0000,15 May 2026,-,-,15 May 2026,15 May 2026,-
543913,NXST,Nexus Select Trust,15 May 2026,Income Distribution REITs ,15 May 2026,-,-,15 May 2026,15 May 2026,-
513119,ONIXSOLAR,Onix Solar Energy Ltd,15 May 2026,Right Issue of Equity Shares ,15 May 2026,-,-,15 May 2026,15 May 2026,-
526885,SARLAPOLY,Sarla Performance Fibers Ltd,15 May 2026,Buy Back of Shares ,15 May 2026,-,-,15 May 2026,15 May 2026,-
500112,SBIN,State Bank of India,15 May 2026,Final Dividend - Rs. - 17.3500,16 May 2026,-,-,15 May 2026,15 May 2026,-
500399,STEELCO,Steelco Gujarat Ltd,15 May 2026,Right Issue of Equity Shares ,15 May 2026,-,-,15 May 2026,15 May 2026,-
517536,ONWARDTEC,Onward Technologies Ltd,18 May 2026,Buy Back of Shares ,18 May 2026,-,-,18 May 2026,18 May 2026,-
533169, MANINFRA,Man Infraconstruction Ltd,19 May 2026,Interim Dividend - Rs. - 0.7200,19 May 2026,-,-,19 May 2026,19 May 2026,-
531147,ALICON,Alicon Castalloy Ltd,19 May 2026,Interim Dividend - Rs. - 2.0000,19 May 2026,-,-,19 May 2026,19 May 2026,-
538713,ATISHAY,Atishay Ltd,19 May 2026,Final Dividend - Rs. - 1.0000,19 May 2026,-,-,19 May 2026,19 May 2026,-
540565,INDIGRID,IndiGrid Infrastructure Trust,19 May 2026,Income Distribution (InvIT) ,19 May 2026,-,-,19 May 2026,19 May 2026,-
542650,METROPOLIS,Metropolis Healthcare Ltd,19 May 2026,Interim Dividend - Rs. - 1.0000,19 May 2026,-,-,19 May 2026,19 May 2026,-
531327,CHARMS,Charms Industries Ltd,20 May 2026,Reduction of Capital ,20 May 2026,-,-,20 May 2026,20 May 2026,-
535958,ESSENTIA,Integra Essentia Ltd,20 May 2026,Right Issue of Equity Shares ,20 May 2026,-,-,20 May 2026,20 May 2026,-
509557,GARFIBRES,Garware Technical Fibres Ltd,20 May 2026,Buy Back of Shares ,20 May 2026,-,-,20 May 2026,20 May 2026,-
500620,GESHIP,Great Eastern Shipping Company Ltd,20 May 2026,Interim Dividend - Rs. - 11.7000,20 May 2026,-,-,20 May 2026,20 May 2026,-
540526,IRBINVIT,IRB InvIT Fund,20 May 2026,Income Distribution (InvIT) ,20 May 2026,-,-,20 May 2026,20 May 2026,-
543290,PGINVIT,POWERGRID Infrastructure Investment Trust,20 May 2026,Income Distribution (InvIT) ,20 May 2026,-,-,20 May 2026,20 May 2026,-
543910,AVG,AVG Logistics Ltd,21 May 2026,Right Issue of Equity Shares ,21 May 2026,-,-,21 May 2026,21 May 2026,-
507488,GMBREW,GM Breweries Ltd,21 May 2026,Final Dividend - Rs. - 9.0000,21 May 2026,-,-,21 May 2026,21 May 2026,-
544325,ITCHOTELS,ITC Hotels Ltd,21 May 2026,Final Dividend - Rs. - 1.0000,21 May 2026,-,-,21 May 2026,21 May 2026,-
532808,PGIL,Pearl Global Industries Ltd,21 May 2026,Interim Dividend - Rs. - 8.5000,21 May 2026,-,-,21 May 2026,21 May 2026,-
544579,ANANTAM,Anantam Highways Trust,22 May 2026,Income Distribution (InvIT) ,22 May 2026,-,-,22 May 2026,22 May 2026,-
544338,CAPINVIT,Capital Infra Trus,22 May 2026,Income Distribution (InvIT) ,22 May 2026,-,-,22 May 2026,22 May 2026,-
543441,CMSINFO,CMS Info Systems Ltd,22 May 2026,Buy Back of Shares ,22 May 2026,-,-,22 May 2026,22 May 2026,-
540613,GEL,Gautam Exim Ltd,22 May 2026,Stock  Split From Rs.10/- to Rs.5/-,22 May 2026,-,-,22 May 2026,22 May 2026,-
513059,GSAUTO,GS Auto International Ltd,22 May 2026,Right Issue of Equity Shares ,22 May 2026,-,-,22 May 2026,22 May 2026,-
517354,HAVELLS,Havells India Ltd,22 May 2026,Final Dividend - Rs. - 6.0000,24 May 2026,-,-,22 May 2026,22 May 2026,-
500184,HSCL,Himadri Speciality Chemical Ltd,22 May 2026,Final Dividend - Rs. - 0.8000,22 May 2026,-,-,22 May 2026,22 May 2026,-
500378,JINDALSAW,Jindal Saw Ltd,22 May 2026,Final Dividend - Rs. - 2.0000,22 May 2026,-,-,22 May 2026,22 May 2026,-
543980,JLHL,Jupiter Life Line Hospitals Ltd,22 May 2026,Interim Dividend - Rs. - 1.0000,22 May 2026,-,-,22 May 2026,22 May 2026,-
500510,LT,Larsen & Toubro Ltd,22 May 2026,Final Dividend - Rs. - 38.0000,22 May 2026,-,-,22 May 2026,22 May 2026,-
533519,LTF,L&T Finance Ltd,22 May 2026,Final Dividend - Rs. - 2.7500,22 May 2026,-,-,22 May 2026,22 May 2026,-
540115,LTTS,L&T Technology Services Ltd,22 May 2026,Final Dividend - Rs. - 40.0000,22 May 2026,-,-,22 May 2026,22 May 2026,-
590078,MAITHANALL,Maithan Alloys Ltd,22 May 2026,Interim Dividend - Rs. - 11.0000,22 May 2026,-,-,22 May 2026,22 May 2026,-
526721,NICCOPAR,Nicco Parks & Resorts Ltd,22 May 2026,Final Dividend - Rs. - 0.2500,22 May 2026,-,-,22 May 2026,22 May 2026,-
543711,SULA,Sula Vineyards Ltd,22 May 2026,Final Dividend - Rs. - 2.0000,22 May 2026,-,-,22 May 2026,22 May 2026,-
521064,TRIDENT,Trident Ltd,22 May 2026,Interim Dividend - Rs. - 0.5000,23 May 2026,-,-,22 May 2026,22 May 2026,-
524129,VINYLINDIA,Vinyl Chemicals (India) Ltd,22 May 2026,Final Dividend - Rs. - 7.0000,22 May 2026,-,-,22 May 2026,22 May 2026,-
514162,WELSPUNLIV,Welspun Living Ltd,22 May 2026,Buy Back of Shares ,22 May 2026,-,-,22 May 2026,22 May 2026,-
544610,WORKMATES,Workmates Core2Cloud Solution Ltd,22 May 2026,Interim Dividend - Rs. - 2.0000,22 May 2026,-,-,22 May 2026,22 May 2026,-
540005,LTM,LTM Ltd,25 May 2026,Final Dividend - Rs. - 53.0000,25 May 2026,-,-,25 May 2026,25 May 2026,-
517230,PAEL,PAE Ltd,25 May 2026,Bonus issue 6:1,25 May 2026,-,-,25 May 2026,25 May 2026,-
503811,SIYSIL,Siyaram Silk Mills Ltd,25 May 2026,Special Dividend - Rs. - 4.0000,25 May 2026,-,-,25 May 2026,25 May 2026,-
500800,TATACONSUM,Tata Consumer Products Ltd,25 May 2026,Dividend - Rs. - 10.0000,25 May 2026,-,-,25 May 2026,25 May 2026,-
